SampleID,Block,Time,Chamber,Fragmentation,Position,SampleControl,Notes,Date collected,Date analyzed,Temperature ( C) lab,Pressure (kPa) lab,_mol / ml,Calibration Date (most recent),C2H4 calibration slope,C2H2 Calibration slope,C2H2 Height,C2H2 Area,C2H2 _mol,C2H2 _mol (calc),_mol C2H2 / injection,C2H4 Height,C2H4 Area,C2H4 _mol,C2H4 _mol (calc),_mol C2H4 / injection,%C2H4 ml,%C2H4 ARA,Control,Blank,ARA (_mol/ml),ARA (_mol·m-2·d-1),ARA* (_mol/ml),ARA* (_mol·m-2·d-1)
12A-2.W,1,2,A,2,W,Sample,Forgot to record TRH; guessing,,2010-10-26,23,105.5,42.867150,2010-09-21,265823000,319985600,45233329,414441256,1.295187,1.295187,1.295187,18664,177795,0.000669,0.000669,0.000669,0.000016,0.000516143,0.000216,0.000090,0.000364,30.3,0.000579,48.3
12A-3.0c,1,2,A,3,0,control,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,23056,201872,0.000631,0.000631,0.000631,3921,41802,0.000157,0.000157,0.000157,0.000004,0.199528423,,0.000090,,,,
12A-3.1c,1,2,A,3,1,control,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,3662,32512,0.000102,0.000102,0.000102,3601,38439,0.000145,0.000145,0.000145,0.000003,0.587322738,,0.000090,,,,
12A-3.0,1,2,A,3,0,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,33236513,303104811,0.947245,0.947245,0.947245,65435,671060,0.002524,0.002524,0.002524,0.000059,0.002657973,0.000157,0.000090,0.002277,189.8,0.002434,202.8
12A-3.1,1,2,A,3,1,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,34732510,306814700,0.958839,0.958839,0.958839,38531,380217,0.001430,0.001430,0.001430,0.000033,0.001489518,0.000145,0.000090,0.001195,99.6,0.001340,111.7
12A-3.N,1,2,A,3,N,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,29122677,273395996,0.854401,0.854401,0.854401,32607,332794,0.001252,0.001252,0.001252,0.000029,0.001463138,0.000151,0.000090,0.001011,84.3,0.001162,96.8
12A-3.W,1,2,A,3,W,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,38723806,354524159,1.107938,1.107938,1.107938,47170,474404,0.001785,0.001785,0.001785,0.000042,0.001608205,0.000151,0.000090,0.001544,128.7,0.001695,141.3
12A-4.0c,1,2,A,4,0,control,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,22537,209557,0.000655,0.000655,0.000655,3640,40283,0.000152,0.000152,0.000152,0.000004,0.18791414,,0.000090,,,,
12A-4.1c,1,2,A,4,1,control,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,4781,42898,0.000134,0.000134,0.000134,3505,39819,0.000150,0.000150,0.000150,0.000004,0.527712646,,0.000090,,,,
12A-4.0,1,2,A,4,0,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,18828372,167511066,0.523496,0.523496,0.523496,25445,251135,0.000945,0.000945,0.000945,0.000022,0.001801435,0.000152,0.000090,0.000703,58.6,0.000855,71.3
12A-4.1,1,2,A,4,1,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,27312902,251830929,0.787007,0.787007,0.787007,22990,227112,0.000854,0.000854,0.000854,0.000020,0.00108442,0.000150,0.000090,0.000614,51.2,0.000764,63.7
12A-4.S,1,2,A,4,S,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,29724262,280355110,0.876149,0.876149,0.876149,24923,246776,0.000928,0.000928,0.000928,0.000022,0.001058455,0.000151,0.000090,0.000687,57.3,0.000838,69.8
12A-4.E,1,2,A,4,E,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,39901749,351468308,1.098388,1.098388,1.098388,16571,151380,0.000569,0.000569,0.000569,0.000013,0.000518197,0.000151,0.000090,0.000328,27.3,0.000479,39.9
12B-1.0c,1,2,B,1,0,control,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,6857,76398,0.000239,0.000239,0.000239,3408,38305,0.000144,0.000144,0.000144,0.000003,0.376382623,,0.000090,,,,
12B-1.1c,1,2,B,1,1,control,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,2975,29929,0.000094,0.000094,0.000094,3987,41618,0.000157,0.000157,0.000157,0.000004,0.626013018,,0.000090,,,,
12B-1.0,1,2,B,1,0,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,27538900,229849898,0.718313,0.718313,0.718313,10306,89928,0.000338,0.000338,0.000338,0.000008,0.000470743,0.000144,0.000090,0.000104,8.7,0.000248,20.7
12B-1.1,1,2,B,1,1,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,35432585,292415586,0.913840,0.913840,0.913840,17975,160941,0.000605,0.000605,0.000605,0.000014,0.000662089,0.000157,0.000090,0.000358,29.8,0.000515,42.9
12B-1.N,1,2,B,1,N,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,41479788,343395375,1.073159,1.073159,1.073159,31458,290057,0.001091,0.001091,0.001091,0.000025,0.001015747,0.000151,0.000090,0.000851,70.9,0.001001,83.4
12B-1.E,1,2,B,1,E,Sample,,,2010-10-29,24,105.7,42.803807,2010-09-21,265823000,319985600,31627164,261679797,0.817786,0.817786,0.817786,11899,104362,0.000393,0.000393,0.000393,0.000009,0.000479846,0.000151,0.000090,0.000153,12.7,0.000303,25.3
12B-2.0c,1,2,B,2,0,control,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,7853,99582,0.000311,0.000311,0.000311,3577,38149,0.000144,0.000144,0.000144,0.000003,0.315606565,,0.000090,,,,
12B-2.1c,1,2,B,2,1,control,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,2393,20758,0.000065,0.000065,0.000065,4447,66543,0.000250,0.000250,0.000250,0.000006,0.794188798,,0.000090,,,,
12B-2.0,1,2,B,2,0,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,33726714,277816828,0.868217,0.868217,0.868217,19524,175402,0.000660,0.000660,0.000660,0.000015,0.000759423,0.000144,0.000090,0.000426,35.5,0.000570,47.5
12B-2.1,1,2,B,2,1,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,39650554,328744565,1.027373,1.027373,1.027373,11079,95804,0.000360,0.000360,0.000360,0.000008,0.00035068,0.000250,0.000090,0.000020,1.7,0.000270,22.5
12B-2.S,1,2,B,2,S,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,33184757,280105015,0.875368,0.875368,0.875368,147321,1480557,0.005570,0.005570,0.005570,0.000130,0.006322482,0.000197,0.000090,0.005283,440.3,0.005480,456.7
12B-2.W,1,2,B,2,W,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,27965173,237485847,0.742177,0.742177,0.742177,15283,139104,0.000523,0.000523,0.000523,0.000012,0.000704585,0.000197,0.000090,0.000236,19.7,0.000433,36.1
12B-3.0c,1,2,B,3,0,control,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,21892,226227,0.000707,0.000707,0.000707,4340,61483,0.000231,0.000231,0.000231,0.000005,0.246506341,,0.000090,,,,
12B-3.1c,1,2,B,3,1,control,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,3419,36114,0.000113,0.000113,0.000113,3903,39312,0.000148,0.000148,0.000148,0.000003,0.567165211,,0.000090,,,,
12B-3.0,1,2,B,3,0,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,28852141,240694767,0.752205,0.752205,0.752205,7080,60290,0.000227,0.000227,0.000227,0.000005,0.000301429,0.000231,0.000090,-0.000094,-7.8,0.000137,11.4
12B-3.1,1,2,B,3,1,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,30287796,251708768,0.786625,0.786625,0.786625,14280,127385,0.000479,0.000479,0.000479,0.000011,0.000608826,0.000148,0.000090,0.000241,20.1,0.000389,32.4
12B-3.N,1,2,B,3,N,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,22775012,185435499,0.579512,0.579512,0.579512,28632,267339,0.001006,0.001006,0.001006,0.000023,0.001732424,0.000190,0.000090,0.000727,60.5,0.000916,76.3
12B-3.W,1,2,B,3,W,Sample,,,2010-10-29,24,105.8,42.844303,2010-09-21,265823000,319985600,28528777,238024794,0.743861,0.743861,0.743861,6175,53058,0.000200,0.000200,0.000200,0.000005,0.000268256,0.000190,0.000090,-0.000079,-6.6,0.000110,9.2
12B-4.0c,1,2,B,4,0,control,,,2010-10-29,24,105.9,42.884798,2010-09-21,265823000,319985600,26616,269386,0.000842,0.000842,0.000842,3666,38475,0.000145,0.000145,0.000145,0.000003,0.146703781,,0.000090,,,,
12B-4.1c,1,2,B,4,1,control,,,2010-10-29,24,105.9,42.884798,2010-09-21,265823000,319985600,4866,45974,0.000144,0.000144,0.000144,3758,48671,0.000183,0.000183,0.000183,0.000004,0.560317983,,0.000090,,,,
12B-4.0,1,2,B,4,0,Sample,,,2010-10-29,24,105.9,42.884798,2010-09-21,265823000,319985600,25241615,227000718,0.709409,0.709409,0.709409,11955,110945,0.000417,0.000417,0.000417,0.000010,0.000587981,0.000145,0.000090,0.000182,15.2,0.000327,27.2
12B-4.1,1,2,B,4,1,Sample,,,2010-10-29,24,105.9,42.884798,2010-09-21,265823000,319985600,34802959,295495841,0.923466,0.923466,0.923466,64286,628794,0.002365,0.002365,0.002365,0.000055,0.002554959,0.000183,0.000090,0.002092,174.3,0.002275,189.6
12B-4.S,1,2,B,4,S,Sample,,,2010-10-29,24,105.9,42.884798,2010-09-21,265823000,319985600,29001325,261894089,0.818456,0.818456,0.818456,60049,614306,0.002311,0.002311,0.002311,0.000054,0.002815609,0.000164,0.000090,0.002057,171.4,0.002221,185.1
12B-4.E,1,2,B,4,E,Sample,,,2010-10-29,24,105.9,42.884798,2010-09-21,265823000,319985600,39962706,359748434,1.124265,1.124264,1.124265,6024,50929,0.000192,0.000192,0.000192,0.000004,0.000170385,0.000164,0.000090,-0.000062,-5.2,0.000102,8.5
12C-1.0c,1,2,C,1,0,control,,,2010-11-02,24,107.7,43.613719,2010-09-21,265823000,319985600,1412,12742,0.000040,0.000040,0.000040,3392,36775,0.000138,0.000138,0.000138,0.000003,0.776495615,,0.000092,,,,
12C-1.1c,1,2,C,1,1,control,,,2010-11-02,24,107.7,43.613719,2010-09-21,265823000,319985600,1327,12224,0.000038,0.000038,0.000038,3063,31778,0.000120,0.000120,0.000120,0.000003,0.757829851,,0.000092,,,,
12C-1.0,1,2,C,1,0,Sample,,,2010-11-02,24,107.7,43.613719,2010-09-21,265823000,319985600,34289531,321567778,1.004945,1.004945,1.004945,1174,6969,0.000026,0.000026,0.000026,0.000001,2.6087E-05,0.000138,0.000092,-0.000204,-17.0,-0.000066,-5.5
12C-1.1,1,2,C,1,1,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,33845704,304236399,0.950782,0.950782,0.950782,1807,17268,0.000065,0.000065,0.000065,0.000001,6.83186E-05,0.000120,0.000091,-0.000146,-12.2,-0.000026,-2.2
12C-1.S,1,2,C,1,S,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,32913776,298444277,0.932680,0.932680,0.932680,1761,11390,0.000043,0.000043,0.000043,0.000001,4.59387E-05,0.000129,0.000091,-0.000177,-14.8,-0.000048,-4.0
12C-1.E,1,2,C,1,E,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,35320594,323387362,1.010631,1.010631,1.010631,4701,39358,0.000148,0.000148,0.000148,0.000003,0.000146482,0.000129,0.000091,-0.000072,-6.0,0.000057,4.7
12C-2.0c,1,2,C,2,0,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,35923,387500,0.001211,0.001211,0.001211,3658,39981,0.000150,0.000150,0.000150,0.000003,0.110478162,,0.000091,,,,
12C-2.1c,1,2,C,2,1,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,5350,70530,0.000220,0.000220,0.000220,3688,41339,0.000156,0.000156,0.000156,0.000004,0.413676731,,0.000091,,,,
12C-2.0,1,2,C,2,0,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,41902063,372552912,1.164280,1.164280,1.164280,1791,11251,0.000042,0.000042,0.000042,0.000001,3.63517E-05,0.000150,0.000091,-0.000199,-16.6,-0.000049,-4.1
12C-2.1,1,2,C,2,1,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,39450256,360789251,1.127517,1.127517,1.127517,2965,25968,0.000098,0.000098,0.000098,0.000002,8.66334E-05,0.000156,0.000091,-0.000149,-12.4,0.000007,0.6
12C-2.N,1,2,C,2,N,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,27313443,244318990,0.763531,0.763531,0.763531,20024,188379,0.000709,0.000709,0.000709,0.000016,0.000927279,0.000153,0.000091,0.000465,38.7,0.000618,51.5
12C-2.E,1,2,C,2,E,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,43372084,390195521,1.219416,1.219416,1.219416,9822,83726,0.000315,0.000315,0.000315,0.000007,0.000258228,0.000153,0.000091,0.000071,5.9,0.000224,18.6
12C-3.0c,1,2,C,3,0,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,26205,280849,0.000878,0.000878,0.000878,3429,39588,0.000149,0.000149,0.000149,0.000003,0.145064718,,0.000091,,,,
12C-3.1c,1,2,C,3,1,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,3996,39543,0.000124,0.000124,0.000124,3759,45619,0.000172,0.000172,0.000172,0.000004,0.58136538,,0.000091,,,,
12C-3.0,1,2,C,3,0,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,10709225,99459153,0.310824,0.310824,0.310824,2007,16878,0.000063,0.000063,0.000063,0.000001,0.000204233,0.000149,0.000091,-0.000177,-14.8,-0.000028,-2.4
12C-3.1,1,2,C,3,1,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,40761121,382632663,1.195781,1.195781,1.195781,19534,180288,0.000678,0.000678,0.000678,0.000016,0.000566861,0.000172,0.000091,0.000415,34.6,0.000587,48.9
12C-3.S,1,2,C,3,S,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,38929335,340376264,1.063724,1.063724,1.063724,1597,9734,0.000037,0.000037,0.000037,0.000001,3.44235E-05,0.000161,0.000091,-0.000215,-17.9,-0.000054,-4.5
12C-3.W,1,2,C,3,W,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,27996233,253947929,0.793623,0.793623,0.793623,15291,139902,0.000526,0.000526,0.000526,0.000012,0.000662719,0.000161,0.000091,0.000274,22.8,0.000435,36.2
12C-4.0c,1,2,C,4,0,control,missing?  Found on Friday,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,1906,16990,0.000053,0.000053,0.000053,3785,41661,0.000157,0.000157,0.000157,0.000004,0.746945213,,0.000089,,,,
12C-4.1c,1,2,C,4,1,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,13629,137846,0.000431,0.000431,0.000431,3522,38399,0.000144,0.000144,0.000144,0.000003,0.251117642,,0.000091,,,,
12C-4.0,1,2,C,4,0,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,15910874,146403532,0.457532,0.457532,0.457532,1198,10718,0.000040,0.000040,0.000040,0.000001,8.81174E-05,0.000162,0.000091,-0.000214,-17.8,-0.000051,-4.3
12C-4.1,1,2,C,4,1,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,29615883,269046141,0.840807,0.840807,0.840807,2586,23035,0.000087,0.000087,0.000087,0.000002,0.000103052,0.000144,0.000091,-0.000148,-12.4,-0.000004,-0.4
12C-4.N,1,2,C,4,N,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,32437639,291177228,0.909970,0.909970,0.909970,3790,32114,0.000121,0.000121,0.000121,0.000003,0.000132745,0.000153,0.000091,-0.000123,-10.3,0.000030,2.5
12C-4.W,1,2,C,4,W,Sample,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,31818228,285909623,0.893508,0.893508,0.893508,9885,86346,0.000325,0.000325,0.000325,0.000007,0.000363407,0.000153,0.000091,0.000081,6.7,0.000234,19.5
22A-C,2,2,A,-,-,blank,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,35598755,321441059,1.004549,1.004549,1.004549,1554,9489,0.000036,0.000036,0.000036,0.000001,3.55338E-05,,0.000036,,,,
22A-1.0c,2,2,A,1,0,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,27681,289375,0.000904,0.000904,0.000904,4352,74444,0.000280,0.000280,0.000280,0.000006,0.236451968,,0.000036,,,,
22A-1.1c,2,2,A,1,1,control,,,2010-11-02,24,107.5,43.532727,2010-09-21,265823000,319985600,4204,41408,0.000129,0.000129,0.000129,3885,43102,0.000162,0.000162,0.000162,0.000004,0.556147346,,0.000036,,,,
22A-1.0,2,2,A,1,0,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,35713543,323300863,1.010361,1.010361,1.010361,2194,14724,0.000055,0.000055,0.000055,0.000001,5.48192E-05,0.000280,0.000036,-0.000261,-21.7,0.000019,1.6
22A-1.1,2,2,A,1,1,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,37747096,345106515,1.078507,1.078506,1.078507,1907,11769,0.000044,0.000044,0.000044,0.000001,4.10494E-05,0.000162,0.000036,-0.000154,,,
22A-1.S,2,2,A,1,S,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,38928922,351473875,1.098405,1.098405,1.098405,1978,12547,0.000047,0.000047,0.000047,0.000001,4.29701E-05,0.000221,0.000036,-0.000210,,,
22A-1.E,2,2,A,1,E,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,34472206,309787881,0.968131,0.968131,0.968131,818,11129,0.000042,0.000042,0.000042,0.000001,4.32425E-05,0.000221,0.000036,-0.000215,,,
22A-2.0c,2,2,A,2,0,control,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,91704,905671,0.002830,0.002830,0.002830,3467,37501,0.000141,0.000141,0.000141,0.000003,0.047477257,,0.000036,,,,
22A-2.1c,2,2,A,2,1,control,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,10937,151290,0.000473,0.000473,0.000473,3803,49770,0.000187,0.000187,0.000187,0.000004,0.283667674,,0.000036,,,,
22A-2.0,2,2,A,2,0,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,34522048,309767191,0.968066,0.968066,0.968066,2419,16589,0.000062,0.000062,0.000062,0.000001,6.44606E-05,0.000141,0.000036,-0.000115,-9.6,0.000026,2.2
22A-2.1,2,2,A,2,1,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,37987614,342751912,1.071148,1.071148,1.071148,5221,46751,0.000176,0.000176,0.000176,0.000004,0.000164164,0.000187,0.000036,-0.000047,-3.9,0.000140,11.7
22A-2.N,2,2,A,2,N,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,35530282,319583097,0.998742,0.998742,0.998742,1855,19132,0.000072,0.000072,0.000072,0.000002,7.20582E-05,0.000164,0.000036,-0.000128,-10.7,0.000036,3.0
22A-2.E,2,2,A,2,E,Sample,,,2010-11-02,24,107.4,43.492232,2010-09-21,265823000,319985600,34196801,315967424,0.987443,0.987443,0.987443,2170,22752,0.000086,0.000086,0.000086,0.000002,8.66717E-05,0.000164,0.000036,-0.000114,-9.5,0.000050,4.2
22A-3.0c,2,2,A,3,0,control,,,2010-11-03,24,106.6,43.168267,2010-09-21,265823000,319985600,8441,76429,0.000239,0.000239,0.000239,3621,39689,0.000149,0.000149,0.000149,0.000003,0.384653448,,0.000036,,,,
22A-3.1c,2,2,A,3,1,control,,,2010-11-03,24,106.6,43.168267,2010-09-21,265823000,319985600,2948,26427,0.000083,0.000083,0.000083,3936,68841,0.000259,0.000259,0.000259,0.000006,0.758204095,,0.000036,,,,
22A-3.0,2,2,A,3,0,Sample,,,2010-11-03,24,106.6,43.168267,2010-09-21,265823000,319985600,35004081,294551108,0.920514,0.920514,0.920514,2514,17448,0.000066,0.000066,0.000066,0.000002,7.13004E-05,0.000149,0.000036,-0.000119,-9.9,0.000030,2.5
22A-3.1,2,2,A,3,1,Sample,,,2010-11-03,24,106.6,43.168267,2010-09-21,265823000,319985600,34832327,320188571,1.000634,1.000634,1.000634,2631,22654,0.000085,0.000085,0.000085,0.000002,8.51608E-05,0.000259,0.000036,-0.000210,-17.5,0.000049,4.1
22A-3.N,2,2,A,3,N,Sample,,,2010-11-03,24,106.6,43.168267,2010-09-21,265823000,319985600,35475268,323369435,1.010575,1.010575,1.010575,2259,14777,0.000056,0.000056,0.000056,0.000001,5.50049E-05,0.000204,0.000036,-0.000184,-15.3,0.000020,1.7
22A-3.W,2,2,A,3,W,Sample,,,2010-11-03,24,106.6,43.168267,2010-09-21,265823000,319985600,35386710,319442623,0.998303,0.998303,0.998303,5407,45101,0.000170,0.000170,0.000170,0.000004,0.000169925,0.000204,0.000036,-0.000070,-5.8,0.000134,11.2
22A-4.0c,2,2,A,4,0,control,,,2010-11-03,24,106.1,42.965790,2010-09-21,265823000,319985600,6142,56266,0.000176,0.000176,0.000176,3776,41816,0.000157,0.000157,0.000157,0.000004,0.472187219,,0.000036,,,,
22A-4.1c,2,2,A,4,1,control,,,2010-11-03,24,106.1,42.965790,2010-09-21,265823000,319985600,2392,22579,0.000071,0.000071,0.000071,3524,40061,0.000151,0.000151,0.000151,0.000004,0.6810993,,0.000036,,,,
22A-4.0,2,2,A,4,0,Sample,,,2010-11-03,24,106.1,42.965790,2010-09-21,265823000,319985600,39526786,356057691,1.112730,1.112730,1.112730,7744,65445,0.000246,0.000246,0.000246,0.000006,0.000221207,0.000157,0.000036,0.000053,4.5,0.000210,17.5
22A-4.1,2,2,A,4,1,Sample,,,2010-11-03,24,106.1,42.965790,2010-09-21,265823000,319985600,33271238,310004537,0.968808,0.968808,0.968808,2069,14137,0.000053,0.000053,0.000053,0.000001,5.48913E-05,0.000151,0.000036,-0.000134,-11.1,0.000017,1.5
22A-4.S,2,2,A,4,S,Sample,,,2010-11-03,24,106.1,42.965790,2010-09-21,265823000,319985600,37790052,339510679,1.061019,1.061019,1.061019,1309,14054,0.000053,0.000053,0.000053,0.000001,4.98268E-05,0.000154,0.000036,-0.000137,-11.4,0.000017,1.5
22A-4.W,2,2,A,4,W,Sample,,,2010-11-03,24,106.1,42.965790,2010-09-21,265823000,319985600,36208758,334911752,1.046646,1.046646,1.046646,14285,127746,0.000481,0.000481,0.000481,0.000011,0.00045894,0.000154,0.000036,0.000291,24.3,0.000445,37.1
22B-1.0c,2,2,B,1,0,control,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,1911,22544,0.000070,0.000070,0.000070,3829,42260,0.000159,0.000159,0.000159,0.000004,0.692922367,,0.000035,,,,
22B-1.1c,2,2,B,1,1,control,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,1546,14234,0.000044,0.000044,0.000044,3718,41024,0.000154,0.000154,0.000154,0.000004,0.77625414,,0.000035,,,,
