32,54A-4.O,5,4,A,4,O,2008-07-16,2009-08-10,390,0.227,0.384,0.611
33,64A-1.O,6,4,A,1,O,2008-07-16,2009-08-09,389,0.258,0.771,1.030
34,64A-2.O,6,4,A,2,O,2008-07-16,2009-08-09,389,0.252,0.571,0.822
35,64A-3.O,6,4,A,3,O,2008-07-16,2009-08-09,389,0.254,0.641,0.895
36,64A-4.O,6,4,A,4,O,2008-07-16,2009-08-09,389,0.194,0.641,0.835
37,74A-1.O,7,4,A,1,O,2008-07-13,2009-08-17,400,0.218,0.754,0.972
38,74A-2.O,7,4,A,2,O,2008-07-13,2009-08-17,400,0.247,0.396,0.643
39,74A-3.O,7,4,A,3,O,2008-07-13,2009-08-17,400,0.295,0.692,0.986
40,74A-4.O,7,4,A,4,O,2008-07-13,2009-08-17,400,0.231,0.507,0.738
41,14B-1.O,1,4,B,1,O,2008-07-13,2009-08-16,399,0.226,1.036,1.261
42,14B-2.O,1,4,B,2,O,2008-07-13,2009-08-16,399,0.189,0.450,0.640
43,14B-3.O,1,4,B,3,O,2008-07-13,2009-08-16,399,0.302,1.151,1.453
44,14B-4.O,1,4,B,4,O,2008-07-13,2009-08-16,399,0.234,0.495,0.728
45,24B-1.O,2,4,B,1,O,2008-07-13,2009-08-14,397,0.257,1.886,2.143
46,24B-2.O,2,4,B,2,O,2008-07-13,2009-08-14,397,0.204,0.524,0.727
47,24B-3.O,2,4,B,3,O,2008-07-13,2009-08-14,397,0.234,0.775,1.009
48,24B-4.O,2,4,B,4,O,2008-07-13,2009-08-14,397,0.279,0.556,0.835
49,34B-1.O,3,4,B,1,O,2008-07-15,2009-08-13,394,0.264,0.456,0.720
50,34B-2.O,3,4,B,2,O,2008-07-15,2009-08-13,394,0.275,0.870,1.145
51,34B-3.O,3,4,B,3,O,2008-07-15,2009-08-13,394,0.420,0.531,0.951
52,34B-4.O,3,4,B,4,O,2008-07-15,2009-08-13,394,0.298,0.629,0.927
53,44B-1.O,4,4,B,1,O,2008-07-15,2009-08-12,393,0.270,0.383,0.652
54,44B-2.O,4,4,B,2,O,2008-07-15,2009-08-12,393,0.399,0.344,0.743
55,44B-3.O,4,4,B,3,O,2008-07-15,2009-08-12,393,0.200,0.630,0.830
56,44B-4.O,4,4,B,4,O,2008-07-15,2009-08-12,393,0.200,0.496,0.696
57,54B-1.O,5,4,B,1,O,2008-07-16,2009-08-10,390,0.246,0.356,0.602
58,54B-2.O,5,4,B,2,O,2008-07-16,2009-08-10,390,0.262,2.747,3.009
59,54B-3.O,5,4,B,3,O,2008-07-16,2009-08-10,390,0.243,0.371,0.614
60,54B-4.O,5,4,B,4,O,2008-07-16,2009-08-10,390,0.222,0.323,0.545
61,64B-1.O,6,4,B,1,O,2008-07-16,2009-08-09,389,0.237,0.541,0.778
62,64B-2.O,6,4,B,2,O,2008-07-16,2009-08-09,389,0.245,0.415,0.660
63,64B-3.O,6,4,B,3,O,2008-07-16,2009-08-09,389,0.259,0.838,1.097
64,64B-4.O,6,4,B,4,O,2008-07-16,2009-08-09,389,0.235,0.715,0.950
65,74B-1.O,7,4,B,1,O,2008-07-13,2009-08-17,400,0.244,0.760,1.003
66,74B-2.O,7,4,B,2,O,2008-07-13,2009-08-17,400,0.249,0.804,1.053
67,74B-3.O,7,4,B,3,O,2008-07-13,2009-08-17,400,0.182,0.702,0.883
68,74B-4.O,7,4,B,4,O,2008-07-13,2009-08-17,400,0.265,1.029,1.293
69,14C-1.O,1,4,C,1,O,2008-07-13,2009-08-16,399,0.204,0.390,0.594
70,14C-2.O,1,4,C,2,O,2008-07-13,2009-08-16,399,0.165,0.639,0.804
71,14C-3.O,1,4,C,3,O,2008-07-13,2009-08-16,399,0.260,0.905,1.165
72,14C-4.O,1,4,C,4,O,2008-07-13,2009-08-16,399,0.018,0.336,0.354
73,24C-1.O,2,4,C,1,O,2008-07-13,2009-08-14,397,0.268,1.300,1.568
74,24C-2.O,2,4,C,2,O,2008-07-13,2009-08-14,397,0.278,1.684,1.962
75,24C-3.O,2,4,C,3,O,2008-07-13,2009-08-14,397,0.251,0.495,0.747
76,24C-4.O,2,4,C,4,O,2008-07-13,2009-08-14,397,0.224,0.392,0.616
77,34C-1.O,3,4,C,1,O,2008-07-15,2009-08-13,394,0.259,0.683,0.942
78,34C-2.O,3,4,C,2,O,2008-07-15,2009-08-13,394,0.181,1.043,1.224
79,34C-3.O,3,4,C,3,O,2008-07-15,2009-08-13,394,0.246,0.361,0.607
80,34C-4.O,3,4,C,4,O,2008-07-15,2009-08-13,394,0.240,0.442,0.682
81,44C-1.O,4,4,C,1,O,2008-07-15,2009-08-12,393,0.265,0.534,0.799
82,44C-2.O,4,4,C,2,O,2008-07-15,2009-08-12,393,0.240,0.538,0.778
83,44C-3.O,4,4,C,3,O,2008-07-15,2009-08-12,393,0.311,3.109,3.419
84,44C-4.O,4,4,C,4,O,2008-07-15,2009-08-12,393,0.234,0.942,1.176
85,54C-1.O,5,4,C,1,O,2008-07-16,2009-08-10,390,0.247,0.666,0.912
86,54C-2.O,5,4,C,2,O,2008-07-16,2009-08-10,390,0.274,0.547,0.821
87,54C-3.O,5,4,C,3,O,2008-07-16,2009-08-10,390,0.281,0.392,0.673
88,54C-4.O,5,4,C,4,O,2008-07-16,2009-08-10,390,0.248,0.328,0.576
89,64C-1.O,6,4,C,1,O,2008-07-16,2009-08-09,389,0.277,0.614,0.891
90,64C-2.O,6,4,C,2,O,2008-07-16,2009-08-09,389,0.265,0.670,0.935
91,64C-3.O,6,4,C,3,O,2008-07-16,2009-08-09,389,0.278,0.473,0.750
92,64C-4.O,6,4,C,4,O,2008-07-16,2009-08-09,389,0.230,0.366,0.596
93,74C-1.O,7,4,C,1,O,2008-07-13,2009-08-17,400,0.277,0.549,0.826
94,74C-2.O,7,4,C,2,O,2008-07-13,2009-08-17,400,0.268,0.430,0.698
95,74C-3.O,7,4,C,3,O,2008-07-13,2009-08-17,400,0.238,0.373,0.611
96,74C-4.O,7,4,C,4,O,2008-07-13,2009-08-17,400,0.279,0.257,0.536,
97,14A-1.I,1,4,A,1,I,2008-07-13,2009-08-16,399,0.290,0.553,0.843,"1st Shake Sideways (20 minutes): better movement, but some leakage :("
98,14A-2.I,1,4,A,2,I,2008-07-13,2009-08-16,399,0.254,1.118,1.372,"1st Shake Sideways (20 minutes): better movement, but some leakage :("
99,14A-3.I,1,4,A,3,I,2008-07-13,2009-08-16,399,0.222,0.471,0.693,"2nd Shake Sideways (20 minutes): better movement, but some leakage :("
100,14A-4.I,1,4,A,4,I,2008-07-13,2009-08-16,399,0.241,0.489,0.729,"3rd Shake Sideways (20 minutes): better movement, but some leakage :("
101,24A-1.I,2,4,A,1,I,2008-07-13,2009-08-14,397,0.296,0.617,0.912,"4th Shake Sideways (20 minutes): better movement, but some leakage :("
102,24A-2.I,2,4,A,2,I,2008-07-13,2009-08-14,397,0.318,1.048,1.367,"5th Shake Sideways (20 minutes): better movement, but some leakage :("
103,24A-3.I,2,4,A,3,I,2008-07-13,2009-08-14,397,0.296,0.546,0.842,"6th Shake Sideways (20 minutes): better movement, but some leakage :("
104,24A-4.I,2,4,A,4,I,2008-07-13,2009-08-14,397,0.315,0.628,0.943,"7th Shake Sideways (20 minutes): better movement, but some leakage :("
105,34A-1.I,3,4,A,1,I,2008-07-15,2009-08-13,394,0.249,0.733,0.982,"8th Shake Sideways (20 minutes): better movement, but some leakage :("
106,34A-2.I,3,4,A,2,I,2008-07-15,2009-08-13,394,0.281,0.540,0.821,"9th Shake Sideways (20 minutes): better movement, but some leakage :("
107,34A-3.I,3,4,A,3,I,2008-07-15,2009-08-13,394,0.312,0.886,1.199,"10th Shake Sideways (20 minutes): better movement, but some leakage :("
108,34A-4.I,3,4,A,4,I,2008-07-15,2009-08-13,394,0.298,0.772,1.070,"11th Shake Sideways (20 minutes): better movement, but some leakage :("
109,44A-1.I,4,4,A,1,I,2008-07-15,2009-08-12,393,0.301,0.775,1.076,"12th Shake Sideways (20 minutes): better movement, but some leakage :("
110,44A-2.I,4,4,A,2,I,2008-07-15,2009-08-12,393,0.292,0.718,1.010,"13th Shake Sideways (20 minutes): better movement, but some leakage :("
111,44A-3.I,4,4,A,3,I,2008-07-15,2009-08-12,393,0.296,0.602,0.898,"14th Shake Sideways (20 minutes): better movement, but some leakage :("
112,44A-4.I,4,4,A,4,I,2008-07-15,2009-08-12,393,0.294,0.470,0.764,"15th Shake Sideways (20 minutes): better movement, but some leakage :("
113,54A-1.I,5,4,A,1,I,2008-07-16,2009-08-10,390,0.257,0.570,0.827,"16th Shake Sideways (20 minutes): better movement, but some leakage :("
114,54A-2.I,5,4,A,2,I,2008-07-16,2009-08-10,390,0.254,0.671,0.926,"17th Shake Sideways (20 minutes): better movement, but some leakage :("
115,54A-3.I,5,4,A,3,I,2008-07-16,2009-08-10,390,0.338,0.614,0.952,"18th Shake Sideways (20 minutes): better movement, but some leakage :("
116,54A-4.I,5,4,A,4,I,2008-07-16,2009-08-10,390,0.304,0.526,0.830,"19th Shake Sideways (20 minutes): better movement, but some leakage :("
117,64A-1.I,6,4,A,1,I,2008-07-16,2009-08-09,389,0.306,0.865,1.171,"20th Shake Sideways (20 minutes): better movement, but some leakage :("
118,64A-2.I,6,4,A,2,I,2008-07-16,2009-08-09,389,0.300,0.577,0.877,"21st Shake Sideways (20 minutes): better movement, but some leakage :("
119,64A-3.I,6,4,A,3,I,2008-07-16,2009-08-09,389,0.279,0.505,0.783,"22nd Shake Sideways (20 minutes): better movement, but some leakage :("
120,64A-4.I,6,4,A,4,I,2008-07-16,2009-08-09,389,0.321,1.161,1.481,"23rd Shake Sideways (20 minutes): better movement, but some leakage :("
121,74A-1.I,7,4,A,1,I,2008-07-13,2009-08-17,400,0.223,0.637,0.860,"24th Shake Sideways (20 minutes): better movement, but some leakage :("
122,74A-2.I,7,4,A,2,I,2008-07-13,2009-08-17,400,0.189,0.599,0.788,"25th Shake Sideways (20 minutes): better movement, but some leakage :("
123,74A-3.I,7,4,A,3,I,2008-07-13,2009-08-17,400,0.192,0.504,0.696,"26th Shake Sideways (20 minutes): better movement, but some leakage :("
124,74A-4.I,7,4,A,4,I,2008-07-13,2009-08-17,400,0.176,0.437,0.614,"27th Shake Sideways (20 minutes): better movement, but some leakage :("
125,84A-1.I,8,4,A,1,I,2008-07-13,2009-08-18,401,0.182,0.461,0.643,"28th Shake Sideways (20 minutes): better movement, but some leakage :("
126,84A-2.I,8,4,A,2,I,2008-07-13,2009-08-18,401,0.193,0.530,0.723,"29th Shake Sideways (20 minutes): better movement, but some leakage :("
127,84A-3.I,8,4,A,3,I,2008-07-13,2009-08-18,401,0.195,0.287,0.482,"30th Shake Sideways (20 minutes): better movement, but some leakage :("
128,84A-4.I,8,4,A,4,I,2008-07-13,2009-08-18,401,0.180,0.410,0.590,"31st Shake Sideways (20 minutes): better movement, but some leakage :("
129,14B-1.I,1,4,B,1,I,2008-07-13,2009-08-16,399,0.255,1.796,2.052,"32nd Shake Sideways (20 minutes): better movement, but some leakage :("
130,14B-2.I,1,4,B,2,I,2008-07-13,2009-08-16,399,0.165,0.664,0.829,"33rd Shake Sideways (20 minutes): better movement, but some leakage :("
131,14B-3.I,1,4,B,3,I,2008-07-13,2009-08-16,399,0.198,0.598,0.796,"34th Shake Sideways (20 minutes): better movement, but some leakage :("
132,14B-4.I,1,4,B,4,I,2008-07-13,2009-08-16,399,0.134,0.478,0.612,"35th Shake Sideways (20 minutes): better movement, but some leakage :("
133,24B-1.I,2,4,B,1,I,2008-07-13,2009-08-14,397,0.166,0.521,0.688,"36th Shake Sideways (20 minutes): better movement, but some leakage :("
134,24B-2.I,2,4,B,2,I,2008-07-13,2009-08-14,397,0.200,0.956,1.156,"37th Shake Sideways (20 minutes): better movement, but some leakage :("
135,24B-3.I,2,4,B,3,I,2008-07-13,2009-08-14,397,0.195,0.951,1.146,"38th Shake Sideways (20 minutes): better movement, but some leakage :("
136,24B-4.I,2,4,B,4,I,2008-07-13,2009-08-14,397,0.185,0.691,0.876,"39th Shake Sideways (20 minutes): better movement, but some leakage :("
137,34B-1.I,3,4,B,1,I,2008-07-15,2009-08-13,394,0.218,0.617,0.834,"40th Shake Sideways (20 minutes): better movement, but some leakage :("
138,34B-2.I,3,4,B,2,I,2008-07-15,2009-08-13,394,0.214,0.457,0.671,"41st Shake Sideways (20 minutes): better movement, but some leakage :("
139,34B-3.I,3,4,B,3,I,2008-07-15,2009-08-13,394,0.215,0.473,0.688,"42nd Shake Sideways (20 minutes): better movement, but some leakage :("
140,34B-4.I,3,4,B,4,I,2008-07-15,2009-08-13,394,0.206,0.552,0.758,"43rd Shake Sideways (20 minutes): better movement, but some leakage :("
141,44B-1.I,4,4,B,1,I,2008-07-15,2009-08-12,393,0.202,1.007,1.209,"44th Shake Sideways (20 minutes): better movement, but some leakage :("
142,44B-2.I,4,4,B,2,I,2008-07-15,2009-08-12,393,0.190,0.389,0.579,"45th Shake Sideways (20 minutes): better movement, but some leakage :("
143,44B-3.I,4,4,B,3,I,2008-07-15,2009-08-12,393,0.193,0.582,0.775,"46th Shake Sideways (20 minutes): better movement, but some leakage :("
144,44B-4.I,4,4,B,4,I,2008-07-15,2009-08-12,393,0.218,0.494,0.712,"47th Shake Sideways (20 minutes): better movement, but some leakage :("
145,54B-1.I,5,4,B,1,I,2008-07-16,2009-08-10,390,0.193,0.267,0.460,
146,54B-2.I,5,4,B,2,I,2008-07-16,2009-08-10,390,0.219,0.283,0.502,
147,54B-3.I,5,4,B,3,I,2008-07-16,2009-08-10,390,0.189,0.356,0.545,
148,54B-4.I,5,4,B,4,I,2008-07-16,2009-08-10,390,0.193,0.334,0.527,
149,64B-1.I,6,4,B,1,I,2008-07-16,2009-08-09,389,0.195,0.389,0.584,
150,64B-2.I,6,4,B,2,I,2008-07-16,2009-08-09,389,0.181,0.387,0.567,
151,64B-3.I,6,4,B,3,I,2008-07-16,2009-08-09,389,0.184,0.852,1.035,
152,64B-4.I,6,4,B,4,I,2008-07-16,2009-08-09,389,0.204,1.960,2.164,
153,74B-1.I,7,4,B,1,I,2008-07-13,2009-08-17,400,0.167,0.336,0.503,
154,74B-2.I,7,4,B,2,I,2008-07-13,2009-08-17,400,0.196,0.956,1.152,
155,74B-3.I,7,4,B,3,I,2008-07-13,2009-08-17,400,0.184,0.875,1.059,
156,74B-4.I,7,4,B,4,I,2008-07-13,2009-08-17,400,0.158,0.493,0.651,
157,84B-1.I,8,4,B,1,I,2008-07-13,2009-08-18,401,0.293,4.069,4.362,
158,84B-2.I,8,4,B,2,I,2008-07-13,2009-08-18,401,0.202,0.873,1.074,
159,84B-3.I,8,4,B,3,I,2008-07-13,2009-08-18,401,0.170,0.529,0.700,
160,84B-4.I,8,4,B,4,I,2008-07-13,2009-08-18,401,0.151,0.480,0.631
161,14C-1.I,1,4,C,1,I,2008-07-13,2009-08-16,399,0.163,0.479,0.642
162,14C-2.I,1,4,C,2,I,2008-07-13,2009-08-16,399,0.173,0.301,0.474
163,14C-3.I,1,4,C,3,I,2008-07-13,2009-08-16,399,0.165,0.336,0.500
164,14C-4.I,1,4,C,4,I,2008-07-13,2009-08-16,399,0.165,0.604,0.770
165,24C-1.I,2,4,C,1,I,2008-07-13,2009-08-14,397,0.205,0.413,0.618
166,24C-2.I,2,4,C,2,I,2008-07-13,2009-08-14,397,0.217,0.712,0.928
167,24C-3.I,2,4,C,3,I,2008-07-13,2009-08-14,397,0.182,1.005,1.188
168,24C-4.I,2,4,C,4,I,2008-07-13,2009-08-14,397,0.176,0.426,0.602
169,34C-1.I,3,4,C,1,I,2008-07-15,2009-08-13,394,0.227,0.924,1.151
170,34C-2.I,3,4,C,2,I,2008-07-15,2009-08-13,394,0.248,0.510,0.758
171,34C-3.I,3,4,C,3,I,2008-07-15,2009-08-13,394,0.173,0.342,0.515
172,34C-4.I,3,4,C,4,I,2008-07-15,2009-08-13,394,0.182,0.505,0.687
173,44C-1.I,4,4,C,1,I,2008-07-15,2009-08-12,393,0.194,0.522,0.716
174,44C-2.I,4,4,C,2,I,2008-07-15,2009-08-12,393,0.212,0.949,1.161
175,44C-3.I,4,4,C,3,I,2008-07-15,2009-08-12,393,0.316,0.545,0.862
176,44C-4.I,4,4,C,4,I,2008-07-15,2009-08-12,393,0.183,0.363,0.547
177,54C-1.I,5,4,C,1,I,2008-07-16,2009-08-10,390,0.211,0.438,0.649
178,54C-2.I,5,4,C,2,I,2008-07-16,2009-08-10,390,0.200,0.246,0.446
179,54C-3.I,5,4,C,3,I,2008-07-16,2009-08-10,390,0.201,0.324,0.524
180,54C-4.I,5,4,C,4,I,2008-07-16,2009-08-10,390,0.182,0.272,0.454
181,64C-1.I,6,4,C,1,I,2008-07-16,2009-08-09,389,0.158,0.194,0.352
182,64C-2.I,6,4,C,2,I,2008-07-16,2009-08-09,389,0.170,0.397,0.566
183,64C-3.I,6,4,C,3,I,2008-07-16,2009-08-09,389,0.157,0.698,0.855
184,64C-4.I,6,4,C,4,I,2008-07-16,2009-08-09,389,0.200,0.683,0.883
185,74C-1.I,7,4,C,1,I,2008-07-13,2009-08-17,400,0.187,0.785,0.971
186,74C-2.I,7,4,C,2,I,2008-07-13,2009-08-17,400,0.198,0.403,0.601
187,74C-3.I,7,4,C,3,I,2008-07-13,2009-08-17,400,0.185,0.273,0.458
188,74C-4.I,7,4,C,4,I,2008-07-13,2009-08-17,400,0.172,0.299,0.471
189,84C-1.I,8,4,C,1,I,2008-07-13,2009-08-18,401,0.184,0.157,0.340
190,84C-2.I,8,4,C,2,I,2008-07-13,2009-08-18,401,0.332,1.170,1.501
191,84C-3.I,8,4,C,3,I,2008-07-13,2009-08-18,401,0.185,0.878,1.063
192,84C-4.I,8,4,C,4,I,2008-07-13,2009-08-18,401,0.204,0.842,1.045,
193,14A-1.N,1,4,A,1,N,2009-06-17,2009-08-16,60,0.101,0.307,0.408,
194,14A-2.W,1,4,A,2,W,2009-06-17,2009-08-16,60,0.097,1.146,1.243,
195,14A-3.S,1,4,A,3,S,2009-06-17,2009-08-16,60,0.090,0.335,0.426,
196,14A-4.E,1,4,A,4,E,2009-06-17,2009-08-16,60,0.109,0.316,0.425,
197,24A-1.W,2,4,A,1,W,2009-06-17,2009-08-14,58,0.095,0.250,0.345,
198,24A-2.E,2,4,A,2,E,2009-06-17,2009-08-14,58,0.108,0.329,0.437,
199,24A-3.N,2,4,A,3,N,2009-06-17,2009-08-14,58,0.110,0.435,0.545,
200,24A-4.S,2,4,A,4,S,2009-06-17,2009-08-14,58,0.117,0.412,0.528,
201,34A-1.E,3,4,A,1,E,2009-06-17,2009-08-13,57,0.114,0.366,0.481,
202,34A-2.S,3,4,A,2,S,2009-06-17,2009-08-13,57,0.115,0.348,0.464,
203,34A-3.W,3,4,A,3,W,2009-06-17,2009-08-13,57,0.109,0.365,0.474,Torn capsule: leaking beads
204,34A-4.N,3,4,A,4,N,2009-06-17,2009-08-13,57,0.116,0.518,0.634,
205,44A-1.E,4,4,A,1,E,2009-06-17,2009-08-12,56,0.110,1.703,1.813,
206,44A-2.N,4,4,A,2,N,2009-06-17,2009-08-12,56,0.097,0.332,0.429,
207,44A-3.W,4,4,A,3,W,2009-06-17,2009-08-12,56,0.103,0.366,0.470,
208,44A-4.S,4,4,A,4,S,2009-06-17,2009-08-12,56,0.110,0.490,0.600,
209,54A-1.S,5,4,A,1,S,2009-06-17,2009-08-10,54,0.106,0.327,0.432,
210,54A-2.W,5,4,A,2,W,2009-06-17,2009-08-10,54,0.134,0.274,0.408,
211,54A-3.E,5,4,A,3,E,2009-06-17,2009-08-10,54,0.105,0.267,0.372,
212,54A-4.N,5,4,A,4,N,2009-06-17,2009-08-10,54,0.109,0.340,0.449,Recorded as 54A-4.S
213,64A-1.S,6,4,A,1,S,2009-06-17,2009-08-09,53,0.142,0.279,0.421,
214,64A-2.W,6,4,A,2,W,2009-06-17,2009-08-09,53,0.107,0.263,0.370,
215,64A-3.E,6,4,A,3,E,2009-06-17,2009-08-09,53,0.109,0.310,0.419,
216,64A-4.N,6,4,A,4,N,2009-06-17,2009-08-09,53,0.108,0.309,0.418,
217,74A-1.S,7,4,A,1,S,2009-06-17,2009-08-17,61,0.104,0.279,0.383,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
218,74A-2.E,7,4,A,2,E,2009-06-17,2009-08-17,61,0.102,0.367,0.469,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
219,74A-3.W,7,4,A,3,W,2009-06-17,2009-08-17,61,0.103,0.350,0.453,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
220,74A-4.N,7,4,A,4,N,2009-06-17,2009-08-17,61,0.104,0.285,0.389,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
221,84A-1.W,8,4,A,1,W,2009-06-17,2009-08-18,62,0.105,0.279,0.385,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
222,84A-2.E,8,4,A,2,E,2009-06-17,2009-08-18,62,0.094,0.705,0.799,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
223,84A-3.N,8,4,A,3,N,2009-06-17,2009-08-18,62,0.109,2.484,2.593,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
224,84A-4.S,8,4,A,4,S,2009-06-17,2009-08-18,62,0.110,0.465,0.575,Possibly switched blocks 7 & 8 when replacing capsules in bags after (this data is fine; check any follow-up)
225,14B-1.S,1,4,B,1,S,2009-06-17,2009-08-16,60,0.103,1.013,1.116,
226,14B-2.W,1,4,B,2,W,2009-06-17,2009-08-16,60,0.099,0.201,0.300,
227,14B-3.E,1,4,B,3,E,2009-06-17,2009-08-16,60,0.104,1.324,1.429,
228,14B-4.N,1,4,B,4,N,2009-06-17,2009-08-16,60,0.094,0.782,0.876,
229,24B-1.W,2,4,B,1,W,2009-06-17,2009-08-14,58,0.101,0.371,0.472,Recorded as 24B-1.W
230,24B-2.S,2,4,B,2,S,2009-06-17,2009-08-14,58,0.095,0.257,0.353,Recorded as 24B-2.E
231,24B-3.N,2,4,B,3,N,2009-06-17,2009-08-14,58,0.101,0.298,0.399,Recorded as 24B-3.N
232,24B-4.E,2,4,B,4,E,2009-06-17,2009-08-14,58,0.118,0.530,0.647,Recorded as 24B-4.S
233,34B-1.N,3,4,B,1,N,2009-06-17,2009-08-13,57,0.101,0.274,0.375,
234,34B-2.W,3,4,B,2,W,2009-06-17,2009-08-13,57,0.114,0.249,0.363,
235,34B-3.S,3,4,B,3,S,2009-06-17,2009-08-13,57,0.143,0.417,0.559,
236,34B-4.E,3,4,B,4,E,2009-06-17,2009-08-13,57,0.031,0.283,0.314,
237,44B-1.E,4,4,B,1,E,2009-06-17,2009-08-12,56,0.113,0.711,0.824,
238,44B-2.W,4,4,B,2,W,2009-06-17,2009-08-12,56,0.109,0.248,0.357,
239,44B-3.N,4,4,B,3,N,2009-06-17,2009-08-12,56,0.115,1.132,1.247,
240,44B-4.S,4,4,B,4,S,2009-06-17,2009-08-12,56,0.108,1.672,1.781
241,54B-1.W,5,4,B,1,W,2009-06-17,2009-08-10,54,0.126,0.277,0.403
242,54B-2.N,5,4,B,2,N,2009-06-17,2009-08-10,54,0.114,0.256,0.370
243,54B-3.E,5,4,B,3,E,2009-06-17,2009-08-10,54,0.106,0.247,0.353
244,54B-4.S,5,4,B,4,S,2009-06-17,2009-08-10,54,0.121,0.359,0.480
245,64B-1.S,6,4,B,1,S,2009-06-17,2009-08-09,53,0.106,0.391,0.497
246,64B-2.E,6,4,B,2,E,2009-06-17,2009-08-09,53,0.031,0.242,0.273
247,64B-3.W,6,4,B,3,W,2009-06-17,2009-08-09,53,0.142,0.314,0.456
248,64B-4.N,6,4,B,4,N,2009-06-17,2009-08-09,53,0.123,0.386,0.509
249,74B-1.S,7,4,B,1,S,2009-06-17,2009-08-17,61,0.096,0.237,0.333
250,74B-2.W,7,4,B,2,W,2009-06-17,2009-08-17,61,0.095,0.237,0.332
251,74B-3.E,7,4,B,3,E,2009-06-17,2009-08-17,61,0.098,0.305,0.403
252,74B-4.N,7,4,B,4,N,2009-06-17,2009-08-17,61,0.108,0.300,0.408
253,84B-1.S,8,4,B,1,S,2009-06-17,2009-08-18,62,0.109,1.353,1.462
254,84B-2.N,8,4,B,2,N,2009-06-17,2009-08-18,62,0.105,0.225,0.330
255,84B-3.W,8,4,B,3,W,2009-06-17,2009-08-18,62,0.103,1.440,1.542
256,84B-4.E,8,4,B,4,E,2009-06-17,2009-08-18,62,0.036,1.873,1.909
257,14C-1.N,1,4,C,1,N,2009-06-17,2009-08-16,60,0.100,0.298,0.397
