"SampleID","Block","Time","Chamber","Frag","Pos","xE","yN"
"82A-3.I","8","2","A","3","I",642117.596542875,6074300.78971698
"82A-3.N","8","2","A","3","N",642117.596542875,6074301.01471698
"82A-3.W","8","2","A","3","W",642117.371542875,6074300.78971698
"82A-4.O","8","2","A","4","O",642117.371542875,6074300.33971698
"82A-4.I","8","2","A","4","I",642117.596542875,6074300.56471698
"82A-4.S","8","2","A","4","S",642117.596542875,6074300.33971698
"82A-4.W","8","2","A","4","W",642117.371542875,6074300.56471698
"82B-1.O","8","2","B","1","O",642118.124615892,6074298.75756513
"82B-1.I","8","2","B","1","I",642118.036227544,6074298.84595347
"82B-1.S","8","2","B","1","S",642118.036227544,6074298.75756513
"82B-1.E","8","2","B","1","E",642118.124615892,6074298.84595347
"82B-2.O","8","2","B","2","O",642117.517921718,6074299.3642593
"82B-2.I","8","2","B","2","I",642117.742921718,6074299.1392593
"82B-2.N","8","2","B","2","N",642117.742921718,6074299.3642593
"82B-2.W","8","2","B","2","W",642117.517921718,6074299.1392593
"82B-3.O","8","2","B","3","O",642117.517921718,6074298.6892593
"82B-3.I","8","2","B","3","I",642117.742921718,6074298.9142593
"82B-3.S","8","2","B","3","S",642117.742921718,6074298.6892593
"82B-3.W","8","2","B","3","W",642117.517921718,6074298.9142593
"82B-4.O","8","2","B","4","O",642118.192921718,6074299.3642593
"82B-4.I","8","2","B","4","I",642117.967921718,6074299.1392593
"82B-4.N","8","2","B","4","N",642117.967921718,6074299.3642593
"82B-4.E","8","2","B","4","E",642118.192921718,6074299.1392593
"82C-1.O","8","2","C","1","O",642122.530062531,6074303.1576649
"82C-1.I","8","2","C","1","I",642122.441674183,6074303.06927655
"82C-1.N","8","2","C","1","N",642122.441674183,6074303.1576649
"82C-1.E","8","2","C","1","E",642122.530062531,6074303.06927655
"82C-2.O","8","2","C","2","O",642121.923368357,6074302.55097073
"82C-2.I","8","2","C","2","I",642122.148368357,6074302.77597073
"82C-2.S","8","2","C","2","S",642122.148368357,6074302.55097073
"82C-2.W","8","2","C","2","W",642121.923368357,6074302.77597073
"82C-3.O","8","2","C","3","O",642121.923368357,6074303.22597073
"82C-3.I","8","2","C","3","I",642122.148368357,6074303.00097073
"82C-3.N","8","2","C","3","N",642122.148368357,6074303.22597073
"82C-3.W","8","2","C","3","W",642121.923368357,6074303.00097073
"82C-4.O","8","2","C","4","O",642122.598368357,6074302.55097073
"82C-4.I","8","2","C","4","I",642122.373368357,6074302.77597073
"82C-4.S","8","2","C","4","S",642122.373368357,6074302.55097073
"82C-4.E","8","2","C","4","E",642122.598368357,6074302.77597073
"13A-1.O","1","3","A","1","O",642177.924981669,6074263.66062104
"13A-1.I","1","3","A","1","I",642177.836593321,6074263.57223269
"13A-1.N","1","3","A","1","N",642177.836593321,6074263.66062104
"13A-1.E","1","3","A","1","E",642177.924981669,6074263.57223269
"13A-2.O","1","3","A","2","O",642177.318287495,6074263.72892686
"13A-2.I","1","3","A","2","I",642177.543287495,6074263.50392686
"13A-2.N","1","3","A","2","N",642177.543287495,6074263.72892686
"13A-2.W","1","3","A","2","W",642177.318287495,6074263.50392686
"13A-3.O","1","3","A","3","O",642177.318287495,6074263.05392686
"13A-3.I","1","3","A","3","I",642177.543287495,6074263.27892686
"13A-3.S","1","3","A","3","S",642177.543287495,6074263.05392686
"13A-3.W","1","3","A","3","W",642177.318287495,6074263.27892686
"13A-4.O","1","3","A","4","O",642177.993287495,6074263.05392686
"13A-4.I","1","3","A","4","I",642177.768287495,6074263.27892686
"13A-4.S","1","3","A","4","S",642177.768287495,6074263.05392686
"13A-4.E","1","3","A","4","E",642177.993287495,6074263.27892686
"13B-1.O","1","3","B","1","O",642177.599384478,6074264.75881656
"13B-1.I","1","3","B","1","I",642177.51099613,6074264.8472049
"13B-1.S","1","3","B","1","S",642177.51099613,6074264.75881656
"13B-1.E","1","3","B","1","E",642177.599384478,6074264.8472049
"13B-2.O","1","3","B","2","O",642177.667690304,6074265.36551073
"13B-2.I","1","3","B","2","I",642177.442690304,6074265.14051073
"13B-2.N","1","3","B","2","N",642177.442690304,6074265.36551073
"13B-2.E","1","3","B","2","E",642177.667690304,6074265.14051073
"13B-3.O","1","3","B","3","O",642176.992690304,6074265.36551073
"13B-3.I","1","3","B","3","I",642177.217690304,6074265.14051073
"13B-3.N","1","3","B","3","N",642177.217690304,6074265.36551073
"13B-3.W","1","3","B","3","W",642176.992690304,6074265.14051073
"13B-4.O","1","3","B","4","O",642176.992690304,6074264.69051073
"13B-4.I","1","3","B","4","I",642177.217690304,6074264.91551073
"13B-4.S","1","3","B","4","S",642177.217690304,6074264.69051073
"13B-4.W","1","3","B","4","W",642176.992690304,6074264.91551073
"13C-1.O","1","3","C","1","O",642178.633379848,6074265.5049858
"13C-1.I","1","3","C","1","I",642178.721768196,6074265.41659745
"13C-1.N","1","3","C","1","N",642178.721768196,6074265.5049858
"13C-1.W","1","3","C","1","W",642178.633379848,6074265.41659745
"13C-2.O","1","3","C","2","O",642179.240074022,6074265.57329162
"13C-2.I","1","3","C","2","I",642179.015074022,6074265.34829162
"13C-2.N","1","3","C","2","N",642179.015074022,6074265.57329162
"13C-2.E","1","3","C","2","E",642179.240074022,6074265.34829162
"13C-3.O","1","3","C","3","O",642178.565074022,6074264.89829162
"13C-3.I","1","3","C","3","I",642178.790074022,6074265.12329162
"13C-3.S","1","3","C","3","S",642178.790074022,6074264.89829162
"13C-3.W","1","3","C","3","W",642178.565074022,6074265.12329162
"13C-4.O","1","3","C","4","O",642179.240074022,6074264.89829162
"13C-4.I","1","3","C","4","I",642179.015074022,6074265.12329162
"13C-4.S","1","3","C","4","S",642179.015074022,6074264.89829162
"13C-4.E","1","3","C","4","E",642179.240074022,6074265.12329162
"23A-1.O","2","3","A","1","O",642186.108514737,6074269.34913379
"23A-1.I","2","3","A","1","I",642186.196903084,6074269.26074545
"23A-1.N","2","3","A","1","N",642186.196903084,6074269.34913379
"23A-1.W","2","3","A","1","W",642186.108514737,6074269.26074545
"23A-2.O","2","3","A","2","O",642186.71520891,6074269.41743962
"23A-2.I","2","3","A","2","I",642186.490208911,6074269.19243962
"23A-2.N","2","3","A","2","N",642186.490208911,6074269.41743962
"23A-2.E","2","3","A","2","E",642186.71520891,6074269.19243962
"23A-3.O","2","3","A","3","O",642186.71520891,6074268.74243962
"23A-3.I","2","3","A","3","I",642186.490208911,6074268.96743962
"23A-3.S","2","3","A","3","S",642186.490208911,6074268.74243962
"23A-3.E","2","3","A","3","E",642186.71520891,6074268.96743962
"23A-4.O","2","3","A","4","O",642186.04020891,6074268.74243962
"23A-4.I","2","3","A","4","I",642186.26520891,6074268.96743962
"23A-4.S","2","3","A","4","S",642186.26520891,6074268.74243962
"23A-4.W","2","3","A","4","W",642186.04020891,6074268.96743962
"23B-1.O","2","3","B","1","O",642187.390465653,6074266.25142522
"23B-1.I","2","3","B","1","I",642187.302077305,6074266.16303687
"23B-1.N","2","3","B","1","N",642187.302077305,6074266.25142522
"23B-1.E","2","3","B","1","E",642187.390465653,6074266.16303687
"23B-2.O","2","3","B","2","O",642186.783771479,6074265.64473104
"23B-2.I","2","3","B","2","I",642187.008771479,6074265.86973104
"23B-2.S","2","3","B","2","S",642187.008771479,6074265.64473104
"23B-2.W","2","3","B","2","W",642186.783771479,6074265.86973104
"23B-3.O","2","3","B","3","O",642187.458771479,6074265.64473104
"23B-3.I","2","3","B","3","I",642187.233771479,6074265.86973104
"23B-3.S","2","3","B","3","S",642187.233771479,6074265.64473104
"23B-3.E","2","3","B","3","E",642187.458771479,6074265.86973104
"23B-4.O","2","3","B","4","O",642186.783771479,6074266.31973104
"23B-4.I","2","3","B","4","I",642187.008771479,6074266.09473104
"23B-4.N","2","3","B","4","N",642187.008771479,6074266.31973104
"23B-4.W","2","3","B","4","W",642186.783771479,6074266.09473104
"23C-1.O","2","3","C","1","O",642185.596137117,6074267.42970988
"23C-1.I","2","3","C","1","I",642185.684525464,6074267.34132154
"23C-1.N","2","3","C","1","N",642185.684525464,6074267.42970988
"23C-1.W","2","3","C","1","W",642185.596137117,6074267.34132154
"23C-2.O","2","3","C","2","O",642186.20283129,6074267.49801571
"23C-2.I","2","3","C","2","I",642185.97783129,6074267.27301571
"23C-2.N","2","3","C","2","N",642185.97783129,6074267.49801571
"23C-2.E","2","3","C","2","E",642186.20283129,6074267.27301571
"23C-3.O","2","3","C","3","O",642185.52783129,6074266.82301571
"23C-3.I","2","3","C","3","I",642185.75283129,6074267.04801571
"23C-3.S","2","3","C","3","S",642185.75283129,6074266.82301571
"23C-3.W","2","3","C","3","W",642185.52783129,6074267.04801571
"23C-4.O","2","3","C","4","O",642186.20283129,6074266.82301571
"23C-4.I","2","3","C","4","I",642185.97783129,6074267.04801571
"23C-4.S","2","3","C","4","S",642185.97783129,6074266.82301571
"23C-4.E","2","3","C","4","E",642186.20283129,6074267.04801571
"33A-1.O","3","3","A","1","O",642177.875705358,6074275.71067792
"33A-1.I","3","3","A","1","I",642177.78731701,6074275.79906626
"33A-1.S","3","3","A","1","S",642177.78731701,6074275.71067792
"33A-1.E","3","3","A","1","E",642177.875705358,6074275.79906626
"33A-2.O","3","3","A","2","O",642177.269011184,6074275.64237209
"33A-2.I","3","3","A","2","I",642177.494011184,6074275.86737209
"33A-2.S","3","3","A","2","S",642177.494011184,6074275.64237209
"33A-2.W","3","3","A","2","W",642177.269011184,6074275.86737209
"33A-3.O","3","3","A","3","O",642177.269011184,6074276.31737209
"33A-3.I","3","3","A","3","I",642177.494011184,6074276.09237209
"33A-3.N","3","3","A","3","N",642177.494011184,6074276.31737209
"33A-3.W","3","3","A","3","W",642177.269011184,6074276.09237209
"33A-4.O","3","3","A","4","O",642177.944011185,6074276.31737209
"33A-4.I","3","3","A","4","I",642177.719011185,6074276.09237209
"33A-4.N","3","3","A","4","N",642177.719011185,6074276.31737209
"33A-4.E","3","3","A","4","E",642177.944011185,6074276.09237209
"33B-1.O","3","3","B","1","O",642179.033438036,6074275.35205116
"33B-1.I","3","3","B","1","I",642179.121826384,6074275.44043951
"33B-1.S","3","3","B","1","S",642179.121826384,6074275.35205116
"33B-1.W","3","3","B","1","W",642179.033438036,6074275.44043951
"33B-2.O","3","3","B","2","O",642178.96513221,6074275.95874533
"33B-2.I","3","3","B","2","I",642179.19013221,6074275.73374533
"33B-2.N","3","3","B","2","N",642179.19013221,6074275.95874533
"33B-2.W","3","3","B","2","W",642178.96513221,6074275.73374533
"33B-3.O","3","3","B","3","O",642179.64013221,6074275.95874533
"33B-3.I","3","3","B","3","I",642179.41513221,6074275.73374533
"33B-3.N","3","3","B","3","N",642179.41513221,6074275.95874533
"33B-3.E","3","3","B","3","E",642179.64013221,6074275.73374533
"33B-4.O","3","3","B","4","O",642179.64013221,6074275.28374533
"33B-4.I","3","3","B","4","I",642179.41513221,6074275.50874533
"33B-4.S","3","3","B","4","S",642179.41513221,6074275.28374533
"33B-4.E","3","3","B","4","E",642179.64013221,6074275.50874533
"33C-1.O","3","3","C","1","O",642177.761936474,6074274.4454875
"33C-1.I","3","3","C","1","I",642177.673548126,6074274.53387585
"33C-1.S","3","3","C","1","S",642177.673548126,6074274.4454875
"33C-1.E","3","3","C","1","E",642177.761936474,6074274.53387585
"33C-2.O","3","3","C","2","O",642177.1552423,6074274.37718168
"33C-2.I","3","3","C","2","I",642177.3802423,6074274.60218168
"33C-2.S","3","3","C","2","S",642177.3802423,6074274.37718168
"33C-2.W","3","3","C","2","W",642177.1552423,6074274.60218168
"33C-3.O","3","3","C","3","O",642177.1552423,6074275.05218168
"33C-3.I","3","3","C","3","I",642177.3802423,6074274.82718168
"33C-3.N","3","3","C","3","N",642177.3802423,6074275.05218168
"33C-3.W","3","3","C","3","W",642177.1552423,6074274.82718168
"33C-4.O","3","3","C","4","O",642177.8302423,6074275.05218168
"33C-4.I","3","3","C","4","I",642177.6052423,6074274.82718168
"33C-4.N","3","3","C","4","N",642177.6052423,6074275.05218168
"33C-4.E","3","3","C","4","E",642177.8302423,6074274.82718168
"43A-1.O","4","3","A","1","O",642172.777287775,6074286.03464872
"43A-1.I","4","3","A","1","I",642172.865676122,6074285.94626037
"43A-1.N","4","3","A","1","N",642172.865676122,6074286.03464872
"43A-1.W","4","3","A","1","W",642172.777287775,6074285.94626037
"43A-2.O","4","3","A","2","O",642173.383981949,6074286.10295455
"43A-2.I","4","3","A","2","I",642173.158981949,6074285.87795455
"43A-2.N","4","3","A","2","N",642173.158981949,6074286.10295455
"43A-2.E","4","3","A","2","E",642173.383981949,6074285.87795455
"43A-3.O","4","3","A","3","O",642172.708981949,6074285.42795455
"43A-3.I","4","3","A","3","I",642172.933981949,6074285.65295455
"43A-3.S","4","3","A","3","S",642172.933981949,6074285.42795455
"43A-3.W","4","3","A","3","W",642172.708981949,6074285.65295455
"43A-4.O","4","3","A","4","O",642173.383981949,6074285.42795455
"43A-4.I","4","3","A","4","I",642173.158981949,6074285.65295455
"43A-4.S","4","3","A","4","S",642173.158981949,6074285.42795455
"43A-4.E","4","3","A","4","E",642173.383981949,6074285.65295455
"43B-1.O","4","3","B","1","O",642174.625476976,6074286.55096682
"43B-1.I","4","3","B","1","I",642174.713865324,6074286.63935516
"43B-1.S","4","3","B","1","S",642174.713865324,6074286.55096682
"43B-1.W","4","3","B","1","W",642174.625476976,6074286.63935516
"43B-2.O","4","3","B","2","O",642174.55717115,6074287.15766099
"43B-2.I","4","3","B","2","I",642174.78217115,6074286.93266099
"43B-2.N","4","3","B","2","N",642174.78217115,6074287.15766099
"43B-2.W","4","3","B","2","W",642174.55717115,6074286.93266099
"43B-3.O","4","3","B","3","O",642175.23217115,6074287.15766099
"43B-3.I","4","3","B","3","I",642175.00717115,6074286.93266099
"43B-3.N","4","3","B","3","N",642175.00717115,6074287.15766099
"43B-3.E","4","3","B","3","E",642175.23217115,6074286.93266099
"43B-4.O","4","3","B","4","O",642175.23217115,6074286.48266099
"43B-4.I","4","3","B","4","I",642175.00717115,6074286.70766099
"43B-4.S","4","3","B","4","S",642175.00717115,6074286.48266099
"43B-4.E","4","3","B","4","E",642175.23217115,6074286.70766099
"43C-1.O","4","3","C","1","O",642173.573035903,6074282.52468712
"43C-1.I","4","3","C","1","I",642173.661424251,6074282.61307547
"43C-1.S","4","3","C","1","S",642173.661424251,6074282.52468712
"43C-1.W","4","3","C","1","W",642173.573035903,6074282.61307547
"43C-2.O","4","3","C","2","O",642174.179730077,6074282.4563813
"43C-2.I","4","3","C","2","I",642173.954730077,6074282.6813813
"43C-2.S","4","3","C","2","S",642173.954730077,6074282.4563813
"43C-2.E","4","3","C","2","E",642174.179730077,6074282.6813813
"43C-3.O","4","3","C","3","O",642174.179730077,6074283.1313813
"43C-3.I","4","3","C","3","I",642173.954730077,6074282.9063813
"43C-3.N","4","3","C","3","N",642173.954730077,6074283.1313813
"43C-3.E","4","3","C","3","E",642174.179730077,6074282.9063813
"43C-4.O","4","3","C","4","O",642173.504730077,6074283.1313813
"43C-4.I","4","3","C","4","I",642173.729730077,6074282.9063813
"43C-4.N","4","3","C","4","N",642173.729730077,6074283.1313813
"43C-4.W","4","3","C","4","W",642173.504730077,6074282.9063813
"53A-1.O","5","3","A","1","O",642171.972854575,6074307.26195903
"53A-1.I","5","3","A","1","I",642172.061242922,6074307.17357069
"53A-1.N","5","3","A","1","N",642172.061242922,6074307.26195903
"53A-1.W","5","3","A","1","W",642171.972854575,6074307.17357069
"53A-2.O","5","3","A","2","O",642172.579548749,6074306.65526486
"53A-2.I","5","3","A","2","I",642172.354548749,6074306.88026486
"53A-2.S","5","3","A","2","S",642172.354548749,6074306.65526486
"53A-2.E","5","3","A","2","E",642172.579548749,6074306.88026486
"53A-3.O","5","3","A","3","O",642172.579548749,6074307.33026486
"53A-3.I","5","3","A","3","I",642172.354548749,6074307.10526486
"53A-3.N","5","3","A","3","N",642172.354548749,6074307.33026486
"53A-3.E","5","3","A","3","E",642172.579548749,6074307.10526486
"53A-4.O","5","3","A","4","O",642171.904548749,6074306.65526486
"53A-4.I","5","3","A","4","I",642172.129548749,6074306.88026486
"53A-4.S","5","3","A","4","S",642172.129548749,6074306.65526486
"53A-4.W","5","3","A","4","W",642171.904548749,6074306.88026486
"53B-1.O","5","3","B","1","O",642168.338685915,6074312.90964085
"53B-1.I","5","3","B","1","I",642168.250297567,6074312.9980292
"53B-1.S","5","3","B","1","S",642168.250297567,6074312.90964085
"53B-1.E","5","3","B","1","E",642168.338685915,6074312.9980292
"53B-2.O","5","3","B","2","O",642168.406991741,6074313.51633502
"53B-2.I","5","3","B","2","I",642168.181991741,6074313.29133502
"53B-2.N","5","3","B","2","N",642168.181991741,6074313.51633502
"53B-2.E","5","3","B","2","E",642168.406991741,6074313.29133502
"53B-3.O","5","3","B","3","O",642167.731991741,6074312.84133502
"53B-3.I","5","3","B","3","I",642167.956991741,6074313.06633502
"53B-3.S","5","3","B","3","S",642167.956991741,6074312.84133502
"53B-3.W","5","3","B","3","W",642167.731991741,6074313.06633502
"53B-4.O","5","3","B","4","O",642167.731991741,6074313.51633502
"53B-4.I","5","3","B","4","I",642167.956991741,6074313.29133502
"53B-4.N","5","3","B","4","N",642167.956991741,6074313.51633502
"53B-4.W","5","3","B","4","W",642167.731991741,6074313.29133502
"53C-1.O","5","3","C","1","O",642170.509405526,6074310.11330547
"53C-1.I","5","3","C","1","I",642170.421017178,6074310.02491712
"53C-1.N","5","3","C","1","N",642170.421017178,6074310.11330547
"53C-1.E","5","3","C","1","E",642170.509405526,6074310.02491712
"53C-2.O","5","3","C","2","O",642169.902711352,6074310.18161129
"53C-2.I","5","3","C","2","I",642170.127711352,6074309.95661129
"53C-2.N","5","3","C","2","N",642170.127711352,6074310.18161129
"53C-2.W","5","3","C","2","W",642169.902711352,6074309.95661129
"53C-3.O","5","3","C","3","O",642170.577711352,6074309.50661129
"53C-3.I","5","3","C","3","I",642170.352711352,6074309.73161129
"53C-3.S","5","3","C","3","S",642170.352711352,6074309.50661129
"53C-3.E","5","3","C","3","E",642170.577711352,6074309.73161129
"53C-4.O","5","3","C","4","O",642169.902711352,6074309.50661129
"53C-4.I","5","3","C","4","I",642170.127711352,6074309.73161129
"53C-4.S","5","3","C","4","S",642170.127711352,6074309.50661129
"53C-4.W","5","3","C","4","W",642169.902711352,6074309.73161129
"63A-1.O","6","3","A","1","O",642193.402932332,6074384.47830591
"63A-1.I","6","3","A","1","I",642193.314543984,6074384.56669426
"63A-1.S","6","3","A","1","S",642193.314543984,6074384.47830591
"63A-1.E","6","3","A","1","E",642193.402932332,6074384.56669426
"63A-2.O","6","3","A","2","O",642192.796238158,6074384.41000009
"63A-2.I","6","3","A","2","I",642193.021238158,6074384.63500009
"63A-2.S","6","3","A","2","S",642193.021238158,6074384.41000009
"63A-2.W","6","3","A","2","W",642192.796238158,6074384.63500009
"63A-3.O","6","3","A","3","O",642193.471238158,6074385.08500009
"63A-3.I","6","3","A","3","I",642193.246238158,6074384.86000009
"63A-3.N","6","3","A","3","N",642193.246238158,6074385.08500009
"63A-3.E","6","3","A","3","E",642193.471238158,6074384.86000009
"63A-4.O","6","3","A","4","O",642192.796238158,6074385.08500009
"63A-4.I","6","3","A","4","I",642193.021238158,6074384.86000009
"63A-4.N","6","3","A","4","N",642193.021238158,6074385.08500009
"63A-4.W","6","3","A","4","W",642192.796238158,6074384.86000009
"63B-1.O","6","3","B","1","O",642194.567008291,6074385.7144066
"63B-1.I","6","3","B","1","I",642194.655396639,6074385.80279495
"63B-1.S","6","3","B","1","S",642194.655396639,6074385.7144066
"63B-1.W","6","3","B","1","W",642194.567008291,6074385.80279495
"63B-2.O","6","3","B","2","O",642195.173702465,6074386.32110078
"63B-2.I","6","3","B","2","I",642194.948702465,6074386.09610078
"63B-2.N","6","3","B","2","N",642194.948702465,6074386.32110078
"63B-2.E","6","3","B","2","E",642195.173702465,6074386.09610078
"63B-3.O","6","3","B","3","O",642194.498702465,6074386.32110078
"63B-3.I","6","3","B","3","I",642194.723702465,6074386.09610078
"63B-3.N","6","3","B","3","N",642194.723702465,6074386.32110078
"63B-3.W","6","3","B","3","W",642194.498702465,6074386.09610078
"63B-4.O","6","3","B","4","O",642195.173702465,6074385.64610078
"63B-4.I","6","3","B","4","I",642194.948702465,6074385.87110078
"63B-4.S","6","3","B","4","S",642194.948702465,6074385.64610078
"63B-4.E","6","3","B","4","E",642195.173702465,6074385.87110078
"63C-1.O","6","3","C","1","O",642196.32383171,6074386.90323021
"63C-1.I","6","3","C","1","I",642196.235443362,6074386.99161856
"63C-1.S","6","3","C","1","S",642196.235443362,6074386.90323021
"63C-1.E","6","3","C","1","E",642196.32383171,6074386.99161856
"63C-2.O","6","3","C","2","O",642196.392137536,6074387.50992439
"63C-2.I","6","3","C","2","I",642196.167137536,6074387.28492439
"63C-2.N","6","3","C","2","N",642196.167137536,6074387.50992439
"63C-2.E","6","3","C","2","E",642196.392137536,6074387.28492439
"63C-3.O","6","3","C","3","O",642195.717137536,6074386.83492439
"63C-3.I","6","3","C","3","I",642195.942137536,6074387.05992439
"63C-3.S","6","3","C","3","S",642195.942137536,6074386.83492439
"63C-3.W","6","3","C","3","W",642195.717137536,6074387.05992439
"63C-4.O","6","3","C","4","O",642195.717137536,6074387.50992439
"63C-4.I","6","3","C","4","I",642195.942137536,6074387.28492439
"63C-4.N","6","3","C","4","N",642195.942137536,6074387.50992439
"63C-4.W","6","3","C","4","W",642195.717137536,6074387.28492439
"73A-1.O","7","3","A","1","O",NA,NA
"73A-1.I","7","3","A","1","I",NA,NA
"73A-1.N","7","3","A","1","N",NA,NA
"73A-1.E","7","3","A","1","E",NA,NA
"73A-2.O","7","3","A","2","O",NA,NA
"73A-2.I","7","3","A","2","I",NA,NA
"73A-2.S","7","3","A","2","S",NA,NA
"73A-2.E","7","3","A","2","E",NA,NA
"73A-3.O","7","3","A","3","O",NA,NA
"73A-3.I","7","3","A","3","I",NA,NA
"73A-3.S","7","3","A","3","S",NA,NA
"73A-3.W","7","3","A","3","W",NA,NA
"73A-4.O","7","3","A","4","O",NA,NA
"73A-4.I","7","3","A","4","I",NA,NA
"73A-4.N","7","3","A","4","N",NA,NA
"73A-4.W","7","3","A","4","W",NA,NA
"73B-1.O","7","3","B","1","O",NA,NA
"73B-1.I","7","3","B","1","I",NA,NA
"73B-1.N","7","3","B","1","N",NA,NA
"73B-1.E","7","3","B","1","E",NA,NA
"73B-2.O","7","3","B","2","O",NA,NA
"73B-2.I","7","3","B","2","I",NA,NA
"73B-2.S","7","3","B","2","S",NA,NA
"73B-2.E","7","3","B","2","E",NA,NA
"73B-3.O","7","3","B","3","O",NA,NA
"73B-3.I","7","3","B","3","I",NA,NA
"73B-3.S","7","3","B","3","S",NA,NA
"73B-3.W","7","3","B","3","W",NA,NA
"73B-4.O","7","3","B","4","O",NA,NA
"73B-4.I","7","3","B","4","I",NA,NA
"73B-4.N","7","3","B","4","N",NA,NA
"73B-4.W","7","3","B","4","W",NA,NA
"73C-1.O","7","3","C","1","O",NA,NA
"73C-1.I","7","3","C","1","I",NA,NA
"73C-1.S","7","3","C","1","S",NA,NA
"73C-1.E","7","3","C","1","E",NA,NA
"73C-2.O","7","3","C","2","O",NA,NA
"73C-2.I","7","3","C","2","I",NA,NA
"73C-2.S","7","3","C","2","S",NA,NA
"73C-2.W","7","3","C","2","W",NA,NA
"73C-3.O","7","3","C","3","O",NA,NA
"73C-3.I","7","3","C","3","I",NA,NA
"73C-3.N","7","3","C","3","N",NA,NA
"73C-3.E","7","3","C","3","E",NA,NA
"73C-4.O","7","3","C","4","O",NA,NA
"73C-4.I","7","3","C","4","I",NA,NA
"73C-4.N","7","3","C","4","N",NA,NA
"73C-4.W","7","3","C","4","W",NA,NA
"83A-1.O","8","3","A","1","O",642108.166712592,6074309.49820971
"83A-1.I","8","3","A","1","I",642108.25510094,6074309.58659806
"83A-1.S","8","3","A","1","S",642108.25510094,6074309.49820971
"83A-1.W","8","3","A","1","W",642108.166712592,6074309.58659806
"83A-2.O","8","3","A","2","O",642108.098406766,6074310.10490388
"83A-2.I","8","3","A","2","I",642108.323406766,6074309.87990388
"83A-2.N","8","3","A","2","N",642108.323406766,6074310.10490388
"83A-2.W","8","3","A","2","W",642108.098406766,6074309.87990388
"83A-3.O","8","3","A","3","O",642108.773406766,6074310.10490388
"83A-3.I","8","3","A","3","I",642108.548406766,6074309.87990388
"83A-3.N","8","3","A","3","N",642108.548406766,6074310.10490388
"83A-3.E","8","3","A","3","E",642108.773406766,6074309.87990388
"83A-4.O","8","3","A","4","O",642108.773406766,6074309.42990388
"83A-4.I","8","3","A","4","I",642108.548406766,6074309.65490388
"83A-4.S","8","3","A","4","S",642108.548406766,6074309.42990388
"83A-4.E","8","3","A","4","E",642108.773406766,6074309.65490388
"83B-1.O","8","3","B","1","O",642102.070531307,6074314.90265748
"83B-1.I","8","3","B","1","I",642101.98214296,6074314.81426913
"83B-1.N","8","3","B","1","N",642101.98214296,6074314.90265748
"83B-1.E","8","3","B","1","E",642102.070531307,6074314.81426913
"83B-2.O","8","3","B","2","O",642101.463837133,6074314.2959633
"83B-2.I","8","3","B","2","I",642101.688837133,6074314.52096331
"83B-2.S","8","3","B","2","S",642101.688837133,6074314.2959633
"83B-2.W","8","3","B","2","W",642101.463837133,6074314.52096331
"83B-3.O","8","3","B","3","O",642102.138837133,6074314.2959633
"83B-3.I","8","3","B","3","I",642101.913837133,6074314.52096331
"83B-3.S","8","3","B","3","S",642101.913837133,6074314.2959633
"83B-3.E","8","3","B","3","E",642102.138837133,6074314.52096331
"83B-4.O","8","3","B","4","O",642101.463837133,6074314.97096331
"83B-4.I","8","3","B","4","I",642101.688837133,6074314.74596331
"83B-4.N","8","3","B","4","N",642101.688837133,6074314.97096331
"83B-4.W","8","3","B","4","W",642101.463837133,6074314.74596331
"83C-1.O","8","3","C","1","O",642110.722895542,6074307.80778284
"83C-1.I","8","3","C","1","I",642110.81128389,6074307.89617119
"83C-1.S","8","3","C","1","S",642110.81128389,6074307.80778284
"83C-1.W","8","3","C","1","W",642110.722895542,6074307.89617119
"83C-2.O","8","3","C","2","O",642111.329589716,6074307.73947702
"83C-2.I","8","3","C","2","I",642111.104589716,6074307.96447702
"83C-2.S","8","3","C","2","S",642111.104589716,6074307.73947702
"83C-2.E","8","3","C","2","E",642111.329589716,6074307.96447702
"83C-3.O","8","3","C","3","O",642111.329589716,6074308.41447702
"83C-3.I","8","3","C","3","I",642111.104589716,6074308.18947702
"83C-3.N","8","3","C","3","N",642111.104589716,6074308.41447702
"83C-3.E","8","3","C","3","E",642111.329589716,6074308.18947702
"83C-4.O","8","3","C","4","O",642110.654589716,6074308.41447702
"83C-4.I","8","3","C","4","I",642110.879589716,6074308.18947702
"83C-4.N","8","3","C","4","N",642110.879589716,6074308.41447702
"83C-4.W","8","3","C","4","W",642110.654589716,6074308.18947702
"14A-1.O","1","4","A","1","O",642181.089640411,6074268.7574281
"14A-1.I","1","4","A","1","I",642181.178028758,6074268.66903975
"14A-1.N","1","4","A","1","N",642181.178028758,6074268.7574281
"14A-1.W","1","4","A","1","W",642181.089640411,6074268.66903975
"14A-2.O","1","4","A","2","O",642181.021334585,6074268.15073393
"14A-2.I","1","4","A","2","I",642181.246334585,6074268.37573393
"14A-2.S","1","4","A","2","S",642181.246334585,6074268.15073393
"14A-2.W","1","4","A","2","W",642181.021334585,6074268.37573393
"14A-3.O","1","4","A","3","O",642181.696334585,6074268.15073393
"14A-3.I","1","4","A","3","I",642181.471334585,6074268.37573393
"14A-3.S","1","4","A","3","S",642181.471334585,6074268.15073393
"14A-3.E","1","4","A","3","E",642181.696334585,6074268.37573393
"14A-4.O","1","4","A","4","O",642181.696334585,6074268.82573393
