"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","H.cells","ARA","ARA.m","Position","Nfix","ARA.g"
"81A-4.I","8","1","A","4","I",486.4,42.8,0,0,875,50,0,11357736.2409138,649013.499480789,-2.49713244360849e-05,-2.08094370300708,"I",-8.32377481202831e-06,-5.13390716202404e-08
"81A-4.N","8","1","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006147455313627,51.228794280225,"N",0.0002049151771209,NA
"81A-4.W","8","1","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000147029087261785,-12.2524239384821,"W",-4.90096957539285e-05,NA
"81B-1.O","8","1","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000137999042624043,-11.4999202186702,"O",-4.59996808746809e-05,NA
"81B-1.I","8","1","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127148809523810,10.5957341269841,"I",4.23829365079365e-05,NA
"81B-1.N","8","1","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"81B-1.W","8","1","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"81B-2.O","8","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49366938865942e-05,2.91139115721618,"O",1.16455646288647e-05,NA
"81B-2.I","8","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000407099206349206,33.9249338624339,"I",0.000135699735449735,NA
"81B-2.N","8","1","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"81B-2.E","8","1","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"81B-3.O","8","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4841670675004e-05,-2.070139222917,"O",-8.280556891668e-06,NA
"81B-3.I","8","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135387689482681,112.823074568901,"I",0.000451292298275604,NA
"81B-3.S","8","1","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"81B-3.W","8","1","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"81B-4.O","8","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000316108893164449,26.3424077637041,"O",0.000105369631054816,NA
"81B-4.I","8","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000158264666452166,13.1887222043472,"I",5.27548888173888e-05,NA
"81B-4.S","8","1","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"81B-4.E","8","1","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"81C-1.O","8","1","C","1","O",417.4,54,0,0,28,2,0,288065.843621399,20576.1316872428,-9.62394070575889e-05,-8.0199505881324,"O",-3.20798023525296e-05,-2.30568775892642e-07
"81C-1.I","8","1","C","1","I",578,42.3,0,0,17,1,1,236406.619385343,13133.7010769635,-0.000131239407057589,-10.9366172547991,"I",-4.37464690191963e-05,-2.27057797677489e-07
"81C-1.N","8","1","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000127739407057589,-10.6449505881324,"N",-4.25798023525296e-05,NA
"81C-1.W","8","1","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37394070575889e-05,-1.14495058813240,"W",-4.57980235252962e-06,NA
"81C-2.O","8","1","C","2","O",347.1,30.2,0,0,55,4,1,170119.691354274,12151.4065253053,-0.000192239407057589,-16.0199505881324,"O",-6.40798023525296e-05,-5.53844445570697e-07
"81C-2.I","8","1","C","2","I",438.5,38.6,0,0,0,0,1,1295.33678756477,0,0.000380760592942411,31.7300494118676,"I",0.000126920197647470,8.68325183449056e-07
"81C-2.S","8","1","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000213739407057589,-17.8116172547991,"S",-7.12464690191963e-05,NA
"81C-2.W","8","1","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000187739407057589,-15.6449505881324,"W",-6.25798023525296e-05,NA
"81C-3.O","8","1","C","3","O",250.1,39.9,0,0,0,0,0,0,0,-0.000196264297991571,-16.3553581659642,"O",-6.54214326638569e-05,-7.84743294648423e-07
"81C-3.I","8","1","C","3","I",435.3,23.2,0,0,48,6,0,1149425.28735632,143678.160919540,0.000121735702008429,10.1446418340358,"I",4.05785673361431e-05,2.79659320028553e-07
"81C-3.S","8","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000106264297991571,-8.85535816596423,"S",-3.54214326638569e-05,NA
"81C-3.E","8","1","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97357020084293e-05,4.14464183403577,"E",1.65785673361431e-05,NA
"81C-4.O","8","1","C","4","O",287.3,37,0,0,109,5,0,270270.27027027,12397.7188197372,-0.000226832567432567,-18.9027139527140,"O",-7.56108558108558e-05,-7.89532082953594e-07
"81C-4.I","8","1","C","4","I",526.1,67,0,0,99,6,0,820895.52238806,49751.2437810945,0.00115382,96.1516666666667,"I",0.000384606666666667,2.19315719444972e-06
"81C-4.N","8","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000119204,-9.93366666666667,"N",-3.97346666666667e-05,NA
"81C-4.E","8","1","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.3204e-05,-2.767,"E",-1.1068e-05,NA
"12A-1.O","1","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12A-1.I","1","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12A-1.N","1","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"12A-1.E","1","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"12A-2.O","1","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12A-2.I","1","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12A-2.S","1","2","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"12A-2.W","1","2","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"12A-3.O","1","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12A-3.I","1","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12A-3.N","1","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"12A-3.W","1","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"12A-4.O","1","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12A-4.I","1","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12A-4.S","1","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"12A-4.E","1","2","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"12B-1.O","1","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12B-1.I","1","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12B-1.N","1","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"12B-1.E","1","2","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"12B-2.O","1","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12B-2.I","1","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12B-2.S","1","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"12B-2.W","1","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"12B-3.O","1","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12B-3.I","1","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12B-3.N","1","2","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"12B-3.W","1","2","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"12B-4.O","1","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12B-4.I","1","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12B-4.S","1","2","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"12B-4.E","1","2","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"12C-1.O","1","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12C-1.I","1","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12C-1.S","1","2","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"12C-1.E","1","2","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"12C-2.O","1","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12C-2.I","1","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12C-2.N","1","2","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"12C-2.E","1","2","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"12C-3.O","1","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12C-3.I","1","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12C-3.S","1","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"12C-3.W","1","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"12C-4.O","1","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"12C-4.I","1","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"12C-4.N","1","2","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"12C-4.W","1","2","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22A-1.O","2","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22A-1.I","2","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22A-1.S","2","2","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"22A-1.E","2","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"22A-2.O","2","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22A-2.I","2","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22A-2.N","2","2","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"22A-2.E","2","2","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"22A-3.O","2","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22A-3.I","2","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22A-3.N","2","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"22A-3.W","2","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22A-4.O","2","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22A-4.I","2","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22A-4.S","2","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"22A-4.W","2","2","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22B-1.O","2","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22B-1.I","2","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22B-1.N","2","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"22B-1.W","2","2","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22B-2.O","2","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22B-2.I","2","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22B-2.N","2","2","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"22B-2.E","2","2","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"22B-3.O","2","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22B-3.I","2","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22B-3.S","2","2","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"22B-3.E","2","2","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"22B-4.O","2","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22B-4.I","2","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22B-4.S","2","2","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"22B-4.W","2","2","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22C-1.O","2","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22C-1.I","2","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22C-1.N","2","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"22C-1.W","2","2","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22C-2.O","2","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22C-2.I","2","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22C-2.S","2","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"22C-2.W","2","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"22C-3.O","2","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22C-3.I","2","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22C-3.N","2","2","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"22C-3.E","2","2","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"22C-4.O","2","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"22C-4.I","2","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"22C-4.S","2","2","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"22C-4.E","2","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"32A-1.O","3","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32A-1.I","3","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32A-1.S","3","2","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"32A-1.E","3","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"32A-2.O","3","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32A-2.I","3","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32A-2.N","3","2","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"32A-2.W","3","2","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"32A-3.O","3","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32A-3.I","3","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32A-3.N","3","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"32A-3.E","3","2","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"32A-4.O","3","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32A-4.I","3","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32A-4.S","3","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"32A-4.W","3","2","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"32B-1.O","3","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32B-1.I","3","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32B-1.N","3","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"32B-1.W","3","2","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"32B-2.O","3","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32B-2.I","3","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32B-2.S","3","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"32B-2.W","3","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"32B-3.O","3","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32B-3.I","3","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32B-3.S","3","2","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"32B-3.E","3","2","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"32B-4.O","3","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32B-4.I","3","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32B-4.N","3","2","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"32B-4.E","3","2","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"32C-1.O","3","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32C-1.I","3","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32C-1.N","3","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"32C-1.W","3","2","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"32C-2.O","3","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32C-2.I","3","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32C-2.S","3","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"32C-2.W","3","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"32C-3.O","3","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32C-3.I","3","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32C-3.S","3","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"32C-3.E","3","2","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"32C-4.O","3","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"32C-4.I","3","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"32C-4.N","3","2","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"32C-4.E","3","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"42A-1.O","4","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42A-1.I","4","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42A-1.S","4","2","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"42A-1.W","4","2","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"42A-2.O","4","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42A-2.I","4","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42A-2.S","4","2","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"42A-2.E","4","2","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"42A-3.O","4","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42A-3.I","4","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42A-3.N","4","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"42A-3.W","4","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"42A-4.O","4","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42A-4.I","4","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42A-4.N","4","2","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"42A-4.E","4","2","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"42B-1.O","4","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42B-1.I","4","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42B-1.N","4","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"42B-1.W","4","2","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"42B-2.O","4","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42B-2.I","4","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42B-2.S","4","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"42B-2.W","4","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"42B-3.O","4","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42B-3.I","4","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42B-3.N","4","2","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"42B-3.E","4","2","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"42B-4.O","4","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42B-4.I","4","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42B-4.S","4","2","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"42B-4.E","4","2","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"42C-1.O","4","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42C-1.I","4","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42C-1.N","4","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"42C-1.W","4","2","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"42C-2.O","4","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42C-2.I","4","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42C-2.S","4","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"42C-2.E","4","2","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"42C-3.O","4","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
